2026-03-12 04:05:32,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:05:34,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:05:37,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:05:40,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:05:42,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:05:45,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:05:47,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:05:50,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:05:52,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:05:55,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:05:57,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:06:00,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:02,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:05,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:07,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:10,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:06:12,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:15,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:17,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:20,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:22,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:06:25,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:27,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:30,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:32,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:35,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:06:37,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:40,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:42,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:45,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:47,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:06:50,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:52,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:06:55,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:06:57,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:00,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:07:02,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:05,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:07,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:10,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:12,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:07:15,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:17,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:20,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:22,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:25,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:07:27,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:30,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:32,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:35,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:37,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:07:40,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:42,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:45,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:47,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:07:50,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:07:52,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:55,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:07:57,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:08:00,5,Critical - Severe Instability Override,75,Repeated instability,Abnormally fast,Critical,Severe Degradation,Activate protective mode,18.28,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
2026-03-12 04:08:02,1,"Nominal - Fully Charged, Stable",90,Stable,Slow,Nominal,None,Maintain normal operation,180.0,"Your battery is in excellent condition with stable voltage and a healthy charge level. Energy is being consumed at a normal rate, so your estimated range is reliable. No action is needed — continue normal operation and monitor periodically."
2026-03-12 04:08:05,2,"Degraded - Mid Charge, Slight Fluctuation",55,Slight fluctuation,Moderate,Degraded,Transient Variation,Increase monitoring,46.75,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:08:07,3,"Degraded - Sudden Drop, Moderate Drain",48,Sudden drop,Moderate,Degraded,Persistent Deviation,Reduce non-critical loads,36.72,"Your battery is showing signs of stress, likely due to voltage fluctuations or a moderately high discharge rate. The estimated range has been reduced as a precaution. Consider reducing the use of high-power systems like AC or heating to preserve range. Plan a charging stop sooner than usual."
2026-03-12 04:08:10,4,"Critical - Low SOC, Fast Drain",22,Stable,Fast,Critical,None,Activate protective mode,9.53,Warning: your battery is in a critical state. Either the charge is dangerously low or the system has detected severe electrical instability. Immediately reduce all non-essential loads and find the nearest charging point. Continuing to drive without action may cause the vehicle to shut down unexpectedly.
